Fixed Rate Auto Loan,Lexus,17920.01976,14495.99142,0.191606412,59,,,,
Fixed Rate Auto Loan,Lexus,19805.4362,16243.78906,0.164483663,58,,,,
Fixed Rate Auto Loan,Lexus,26282.12875,22719.76774,0.166528822,62,,,,
Fixed Rate Auto Loan,Lexus,26146.79926,21997.67464,0.160032105,66,,,,
Fixed Rate Auto Loan,Lexus,24189.63906,20844.07908,0.18721505,54,,,,
Fixed Rate Auto Loan,Lexus,19860.29769,16576.82669,0.195276477,71,,,,
Fixed Rate Auto Loan,Lexus,17063.57164,13612.84896,0.151613385,61,,,,
Fixed Rate Auto Loan,Lexus,18161.99245,14800.91746,0.172468944,63,,,,
Fixed Rate Auto Loan,Lexus,15228.7066,12903.45599,0.169803284,62,,,,
Fixed Rate Auto Loan,Lexus,15730.94999,14016.69718,0.178782932,68,,,,
Fixed Rate Auto Loan,Lexus,17264.99605,13355.36041,0.144855398,57,,,,
Fixed Rate Auto Loan,Lexus,17048.43674,14937.03852,0.168226243,58,,,,
Fixed Rate Auto Loan,Lexus,15500.96838,11767.28771,0.159701339,56,,,,
Fixed Rate Auto Loan,Lexus,22906.8692,18649.00978,0.135940999,60,,,,
Fixed Rate Auto Loan,Lexus,18537.7025,15960.79932,0.178405772,62,,,,
Fixed Rate Auto Loan,Lexus,24604.10108,21026.2254,0.139494419,65,,,,
Fixed Rate Auto Loan,Lexus,28182.11461,22118.81487,0.160889673,70,,,,
Fixed Rate Auto Loan,Lexus,17629.82436,14659.72365,0.192402979,62,,,,
Fixed Rate Auto Loan,Lexus,16412.82729,13182.67885,0.159046157,70,,,,
Fixed Rate Auto Loan,Lexus,23132.65804,19469.60865,0.138458633,71,,,,
Fixed Rate Auto Loan,Lexus,17567.52233,15399.3133,0.166766793,54,,,,
Fixed Rate Auto Loan,Lexus,19838.77473,15433.26337,0.148273595,61,,,,
Fixed Rate Auto Loan,Lexus,11299.89492,9089.946569,0.146337191,57,,,,
Fixed Rate Auto Loan,Lexus,17515.53516,14644.34203,0.152946689,65,,,,
Fixed Rate Auto Loan,Lexus,16766.92345,12887.71765,0.179820779,61,,,,
Fixed Rate Auto Loan,Lexus,20806.79829,17857.37665,0.151180726,58,,,,
Fixed Rate Auto Loan,Lexus,16931.76315,15003.96999,0.130800117,61,,,,
Fixed Rate Auto Loan,Lexus,22998.01589,18752.59063,0.199922023,68,,,,
Fixed Rate Auto Loan,Lexus,24119.91188,21127.11175,0.195671275,65,,,,
Fixed Rate Auto Loan,Lexus,17527.92474,15493.11802,0.164390339,58,,,,
Fixed Rate Auto Loan,Lexus,23173.13978,18104.92963,0.154301489,61,,,,
Fixed Rate Auto Loan,Lexus,17215.71712,13754.08369,0.165709977,68,,,,
Fixed Rate Auto Loan,Lexus,19106.46831,14252.89056,0.130254879,63,,,,
Fixed Rate Auto Loan,Lexus,20007.86772,15692.02884,0.190101039,51,,,,
Fixed Rate Auto Loan,Lexus,24713.65233,19934.77058,0.149995369,66,,,,
Fixed Rate Auto Loan,Lexus,21685.54835,17908.41464,0.17762361,57,,,,
Fixed Rate Auto Loan,Lexus,23172.80524,20008.7311,0.167030801,71,,,,
Fixed Rate Auto Loan,Lexus,17126.21807,14318.65572,0.168574948,62,,,,
Fixed Rate Auto Loan,Lexus,21559.01519,17556.80552,0.199922023,66,,,,
Fixed Rate Auto Loan,Lexus,25733.5209,23715.32166,0.169211355,68,,,,
Fixed Rate Auto Loan,Lexus,16598.92322,12340.77521,0.160945351,68,,,,
Fixed Rate Auto Loan,Lexus,10325.02335,8589.899153,0.167862232,71,,,,
Fixed Rate Auto Loan,Lexus,18633.04728,15814.59342,0.173517054,69,,,,
Fixed Rate Auto Loan,Lexus,24358.92145,21420.75522,0.192326773,64,,,,
Fixed Rate Auto Loan,Lexus,19240.95682,14955.00966,0.162101489,62,,,,
Fixed Rate Auto Loan,Lexus,16008.9382,14187.23473,0.130254879,64,,,,
Fixed Rate Auto Loan,Lexus,24899.11551,21974.00747,0.166788997,52,,,,
Fixed Rate Auto Loan,Lexus,20823.07486,18283.84333,0.199922023,55,,,,
Fixed Rate Auto Loan,Lexus,16846.09445,13205.07531,0.174919995,54,,,,
Fixed Rate Auto Loan,Lexus,17571.38384,14909.71454,0.153637156,64,,,,
Fixed Rate Auto Loan,Lexus,15701.71478,12870.50201,0.164695099,68,,,,
Fixed Rate Auto Loan,Lexus,14526.82171,11960.85386,0.170162081,70,,,,
Fixed Rate Auto Loan,Lexus,20954.66294,18424.84176,0.191219498,62,,,,
Fixed Rate Auto Loan,Lexus,21213.36636,18080.31299,0.155690158,58,,,,
Fixed Rate Auto Loan,Lexus,23245.33456,18481.76325,0.130254879,62,,,,
Fixed Rate Auto Loan,Lexus,15605.4294,12836.53456,0.133983317,57,,,,
Fixed Rate Auto Loan,Lexus,18829.7972,16372.37103,0.173777422,64,,,,
Fixed Rate Auto Loan,Lexus,9650.883347,9054.73259,0.130254879,50,,,,
Fixed Rate Auto Loan,Lexus,21498.26743,17475.87143,0.162595657,64,,,,
Fixed Rate Auto Loan,Lexus,19839.9619,17386.63027,0.199922023,60,,,,
Fixed Rate Auto Loan,Lexus,24486.51619,20555.08702,0.157684784,58,,,,
Fixed Rate Auto Loan,Lexus,10927.91831,8976.128869,0.165104678,52,,,,
Fixed Rate Auto Loan,Lexus,18207.93335,15755.60488,0.168357898,54,,,,
Fixed Rate Auto Loan,Lexus,11004.15889,10048.66992,0.154354635,71,,,,
Fixed Rate Auto Loan,Lexus,16510.53482,12767.72391,0.141882421,62,,,,
Fixed Rate Auto Loan,Lexus,19020.26675,16059.0846,0.199922023,57,,,,
Fixed Rate Auto Loan,Lexus,16014.44578,13044.74958,0.163629917,63,,,,
Fixed Rate Auto Loan,Lexus,14044.88664,12021.20518,0.17208739,71,,,,
Fixed Rate Auto Loan,Lexus,18300.46783,14346.44646,0.18027195,55,,,,
Fixed Rate Auto Loan,Lexus,15542.9004,11713.51223,0.157733957,53,,,,
Fixed Rate Auto Loan,Lexus,17152.32876,14688.50823,0.199922023,58,,,,
Fixed Rate Auto Loan,Lexus,25421.89171,22667.16835,0.184346282,55,,,,
Fixed Rate Auto Loan,Lexus,23827.30951,19912.62675,0.130254879,66,,,,
Fixed Rate Auto Loan,Lexus,8152.682614,5741.45586,0.169083814,69,,,,
Fixed Rate Auto Loan,Lexus,16720.3154,13274.83618,0.137318999,71,,,,
Fixed Rate Auto Loan,Lexus,17676.02059,14108.95165,0.177884351,64,,,,
Fixed Rate Auto Loan,Lexus,18562.3876,14985.5541,0.158965649,50,,,,
Fixed Rate Auto Loan,Lexus,20128.42498,17707.98945,0.156507995,69,,,,
Fixed Rate Auto Loan,Lexus,18761.55174,14573.95286,0.185561186,65,,,,
Fixed Rate Auto Loan,Lexus,24963.92155,20608.43056,0.145701368,61,,,,
Fixed Rate Auto Loan,Lexus,27730.8573,22876.94106,0.17608116,53,,,,
Fixed Rate Auto Loan,Lexus,19132.33293,14819.60126,0.159961325,59,,,,
Fixed Rate Auto Loan,Lexus,8293.544038,6786.188116,0.169008223,60,,,,
Fixed Rate Auto Loan,Lexus,15632.30165,12857.91064,0.152256581,57,,,,
Fixed Rate Auto Loan,Lexus,18222.39492,15830.23827,0.170794905,54,,,,
Fixed Rate Auto Loan,Lexus,20521.19932,16645.42737,0.199922023,63,,,,
Fixed Rate Auto Loan,Lexus,12784.55368,10355.33491,0.170620678,57,,,,
Fixed Rate Auto Loan,Lexus,18830.69336,16101.4731,0.156736795,53,,,,
Fixed Rate Auto Loan,Lexus,13252.96455,10735.278,0.179893499,59,,,,
Fixed Rate Auto Loan,Lexus,21211.0769,18980.20862,0.185547737,61,,,,
Fixed Rate Auto Loan,Lexus,16316.9782,14736.15373,0.177264177,56,,,,
Fixed Rate Auto Loan,Lexus,20580.02385,16649.51524,0.185415167,60,,,,
Fixed Rate Auto Loan,Lexus,17957.01893,15406.74044,0.172632785,59,,,,
Fixed Rate Auto Loan,Lexus,25064.89244,22576.50632,0.157689187,71,,,,
Fixed Rate Auto Loan,Lexus,24871.30259,20261.95231,0.170685855,55,,,,
Fixed Rate Auto Loan,Lexus,11481.41718,9487.989659,0.182644139,62,,,,
Fixed Rate Auto Loan,Lexus,18830.41073,14429.92687,0.167939287,53,,,,
Fixed Rate Auto Loan,Lexus,20563.54925,16084.01481,0.184129452,60,,,,
Fixed Rate Auto Loan,Lexus,16445.55436,13096.13439,0.186764693,68,,,,
Fixed Rate Auto Loan,Lexus,20674.04218,16101.21395,0.195611622,66,,,,
Fixed Rate Auto Loan,Lexus,14545.29343,11415.70724,0.156866722,59,,,,
Fixed Rate Auto Loan,Lexus,14414.56871,12198.8399,0.17987223,57,,,,
Fixed Rate Auto Loan,Lexus,14646.72586,12569.95686,0.161221652,52,,,,
Fixed Rate Auto Loan,Lexus,20617.06959,16504.26504,0.130254879,57,,,,
Fixed Rate Auto Loan,Lexus,19796.76229,15254.34192,0.193168573,55,,,,
Fixed Rate Auto Loan,Lexus,20462.40921,18058.4591,0.140613336,71,,,,
Fixed Rate Auto Loan,Lexus,23384.12324,18040.43249,0.131986878,64,,,,
Fixed Rate Auto Loan,Lexus,17060.60455,13471.90945,0.181074305,63,,,,
Fixed Rate Auto Loan,Lexus,23847.93529,18764.95676,0.168483744,68,,,,
Fixed Rate Auto Loan,Lexus,17632.03841,15650.21464,0.1459395,63,,,,
Fixed Rate Auto Loan,Lexus,16973.94418,14302.34434,0.130254879,65,,,,
Fixed Rate Auto Loan,Lexus,17484.14211,13512.17199,0.156214537,69,,,,
Fixed Rate Auto Loan,Lexus,17862.45913,14849.02637,0.181942055,61,,,,
Fixed Rate Auto Loan,Lexus,13353.215,11634.46719,0.177651318,58,,,,
Fixed Rate Auto Loan,Lexus,25166.12929,19045.53113,0.161633274,67,,,,
Fixed Rate Auto Loan,Lexus,27624.37994,24222.21546,0.179606462,60,,,,
Fixed Rate Auto Loan,Lexus,21072.38597,16974.90084,0.18104723,57,,,,
Fixed Rate Auto Loan,Lexus,25122.53584,21163.71568,0.199922023,64,,,,
Fixed Rate Auto Loan,Lexus,16500.8578,13769.37752,0.184765976,59,,,,
Fixed Rate Auto Loan,Lexus,26789.13044,23458.7188,0.186488245,59,,,,
Fixed Rate Auto Loan,Lexus,17552.58858,14038.57041,0.162486156,64,,,,
Fixed Rate Auto Loan,Lexus,21701.71354,18040.15667,0.173110062,53,,,,
Fixed Rate Auto Loan,Lexus,17060.77238,14252.45359,0.134333755,58,,,,
Fixed Rate Auto Loan,Lexus,26332.5483,22482.37849,0.14742895,61,,,,
Fixed Rate Auto Loan,Lexus,19618.97467,15222.06258,0.174646382,50,,,,
Fixed Rate Auto Loan,Lexus,27233.17855,22606.24594,0.153126298,68,,,,
Fixed Rate Auto Loan,Lexus,16295.34183,13505.09024,0.189120635,57,,,,
Fixed Rate Auto Loan,Lexus,17535.37581,13969.98764,0.132029589,53,,,,
Fixed Rate Auto Loan,Lexus,26096.9691,21523.60777,0.154251852,64,,,,
Fixed Rate Auto Loan,Lexus,14507.97199,11260.98446,0.178355624,54,,,,
Fixed Rate Auto Loan,Lexus,24809.30986,19299.37425,0.16652859,55,,,,
